2026-02-16T21:20:17Z | INFO    | ppf_house_crawler | Logging initialized
2026-02-16T21:21:07Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=66381 sha256=03539b5fcf7d path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033804_Pfluger_Hon.._August_Lee_II._TX11_2026_Original.pdf
2026-02-16T21:21:07Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033920.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033920_Pfluger_Hon.._August_Lee_II._TX11_2026_Original.pdf
2026-02-16T21:21:07Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=65600 sha256=8405e3124c67 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033920_Pfluger_Hon.._August_Lee_II._TX11_2026_Original.pdf
2026-02-16T21:21:07Z | DEBUG   | ppf_house_crawler | Appended 4 rows to /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv
2026-02-16T21:21:07Z | INFO    | ppf_house_crawler | Prefix summary prefix=P new_rows=4 downloaded=4 failed_downloads=0
2026-02-16T21:21:07Z | INFO    | ppf_house_crawler | Prefix [17/26] prefix=Q year=2026
2026-02-16T21:21:08Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:08Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:08Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:08Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:08Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=Q
2026-02-16T21:21:09Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=Q
2026-02-16T21:21:09Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:09Z | INFO    | ppf_house_crawler | Results extracted: prefix=Q pdf_links=0
2026-02-16T21:21:09Z | INFO    | ppf_house_crawler | Prefix summary prefix=Q new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:09Z | INFO    | ppf_house_crawler | Prefix [18/26] prefix=R year=2026
2026-02-16T21:21:11Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:12Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:12Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:12Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:12Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=R
2026-02-16T21:21:12Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=R
2026-02-16T21:21:13Z | DEBUG   | ppf_house_crawler | Found 2 PDF anchors on page
2026-02-16T21:21:13Z | INFO    | ppf_house_crawler | Results extracted: prefix=R pdf_links=2
2026-02-16T21:21:13Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033758.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033758_Rouzer_Hon.._David_NC07_2026_Original.pdf
2026-02-16T21:21:13Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=64438 sha256=b8aa269f46aa path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033758_Rouzer_Hon.._David_NC07_2026_Original.pdf
2026-02-16T21:21:13Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033759.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033759_Rouzer_Hon.._David_NC07_2026_Original.pdf
2026-02-16T21:21:13Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=65181 sha256=0a5861a182db path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033759_Rouzer_Hon.._David_NC07_2026_Original.pdf
2026-02-16T21:21:13Z | DEBUG   | ppf_house_crawler | Appended 2 rows to /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv
2026-02-16T21:21:13Z | INFO    | ppf_house_crawler | Prefix summary prefix=R new_rows=2 downloaded=2 failed_downloads=0
2026-02-16T21:21:13Z | INFO    | ppf_house_crawler | Prefix [19/26] prefix=S year=2026
2026-02-16T21:21:14Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:14Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:14Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:14Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:14Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=S
2026-02-16T21:21:15Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=S
2026-02-16T21:21:16Z | DEBUG   | ppf_house_crawler | Found 3 PDF anchors on page
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Results extracted: prefix=S pdf_links=3
2026-02-16T21:21:16Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033755.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033755_Sanchez_Hon.._Linda_T._CA38_2026_Original.pdf
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=62262 sha256=65a88363bf42 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033755_Sanchez_Hon.._Linda_T._CA38_2026_Original.pdf
2026-02-16T21:21:16Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033705.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033705_Shreve_Hon.._Jefferson_IN06_2026_Original.pdf
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=67813 sha256=a031c9c6244b path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033705_Shreve_Hon.._Jefferson_IN06_2026_Original.pdf
2026-02-16T21:21:16Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033709.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033709_Shreve_Hon.._Jefferson_IN06_2026_Original.pdf
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=65856 sha256=577dba8dd8eb path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033709_Shreve_Hon.._Jefferson_IN06_2026_Original.pdf
2026-02-16T21:21:16Z | DEBUG   | ppf_house_crawler | Appended 3 rows to /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Prefix summary prefix=S new_rows=3 downloaded=3 failed_downloads=0
2026-02-16T21:21:16Z | INFO    | ppf_house_crawler | Prefix [20/26] prefix=T year=2026
2026-02-16T21:21:18Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:18Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:18Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:18Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:18Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=T
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=T
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Found 3 PDF anchors on page
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Results extracted: prefix=T pdf_links=3
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033845.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033845_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=93481 sha256=79fcabea3f68 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033845_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033916.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033916_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=114702 sha256=6ad5da396619 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033916_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033918.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033918_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=90111 sha256=c8ee6c549d0b path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033918_Taylor_Hon.._David_J._OH02_2026_Original.pdf
2026-02-16T21:21:19Z | DEBUG   | ppf_house_crawler | Appended 3 rows to /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Prefix summary prefix=T new_rows=3 downloaded=3 failed_downloads=0
2026-02-16T21:21:19Z | INFO    | ppf_house_crawler | Prefix [21/26] prefix=U year=2026
2026-02-16T21:21:21Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:22Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:22Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:22Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:22Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=U
2026-02-16T21:21:23Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=U
2026-02-16T21:21:23Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:23Z | INFO    | ppf_house_crawler | Results extracted: prefix=U pdf_links=0
2026-02-16T21:21:23Z | INFO    | ppf_house_crawler | Prefix summary prefix=U new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:23Z | INFO    | ppf_house_crawler | Prefix [22/26] prefix=V year=2026
2026-02-16T21:21:24Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:25Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:25Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:25Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:25Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=V
2026-02-16T21:21:25Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=V
2026-02-16T21:21:26Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:26Z | INFO    | ppf_house_crawler | Results extracted: prefix=V pdf_links=0
2026-02-16T21:21:26Z | INFO    | ppf_house_crawler | Prefix summary prefix=V new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:26Z | INFO    | ppf_house_crawler | Prefix [23/26] prefix=W year=2026
2026-02-16T21:21:27Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:28Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:28Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:28Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:28Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=W
2026-02-16T21:21:28Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=W
2026-02-16T21:21:29Z | DEBUG   | ppf_house_crawler | Found 2 PDF anchors on page
2026-02-16T21:21:29Z | INFO    | ppf_house_crawler | Results extracted: prefix=W pdf_links=2
2026-02-16T21:21:29Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033718.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033718_Wagner_Hon.._Ann_MO02_2026_Original.pdf
2026-02-16T21:21:29Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=68538 sha256=8063543c4c80 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033718_Wagner_Hon.._Ann_MO02_2026_Original.pdf
2026-02-16T21:21:29Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033783.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033783_Williams_Hon.._Roger_TX25_2026_Original.pdf
2026-02-16T21:21:29Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=69119 sha256=63ba2ba881b5 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033783_Williams_Hon.._Roger_TX25_2026_Original.pdf
2026-02-16T21:21:29Z | DEBUG   | ppf_house_crawler | Appended 2 rows to /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv
2026-02-16T21:21:29Z | INFO    | ppf_house_crawler | Prefix summary prefix=W new_rows=2 downloaded=2 failed_downloads=0
2026-02-16T21:21:29Z | INFO    | ppf_house_crawler | Prefix [24/26] prefix=X year=2026
2026-02-16T21:21:30Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:31Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:31Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:31Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:31Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=X
2026-02-16T21:21:32Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=X
2026-02-16T21:21:32Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:32Z | INFO    | ppf_house_crawler | Results extracted: prefix=X pdf_links=0
2026-02-16T21:21:32Z | INFO    | ppf_house_crawler | Prefix summary prefix=X new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:32Z | INFO    | ppf_house_crawler | Prefix [25/26] prefix=Y year=2026
2026-02-16T21:21:33Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:33Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:33Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:33Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:33Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=Y
2026-02-16T21:21:34Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=Y
2026-02-16T21:21:34Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:34Z | INFO    | ppf_house_crawler | Results extracted: prefix=Y pdf_links=0
2026-02-16T21:21:34Z | INFO    | ppf_house_crawler | Prefix summary prefix=Y new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:34Z | INFO    | ppf_house_crawler | Prefix [26/26] prefix=Z year=2026
2026-02-16T21:21:35Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:36Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:36Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:36Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:36Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=Z
2026-02-16T21:21:37Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=Z
2026-02-16T21:21:37Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:37Z | INFO    | ppf_house_crawler | Results extracted: prefix=Z pdf_links=0
2026-02-16T21:21:37Z | INFO    | ppf_house_crawler | Prefix summary prefix=Z new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:37Z | INFO    | ppf_house_crawler | Crawler done: new_rows=14 downloaded=14 failed_downloads=0 index=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/house_fd_index.csv pdf_root=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026
